annotation_item_id,annotation_source_id,source_idea_id,variant,variant_group,variant_definition,expected_quality_direction,source_text,variant_text,human_style_match_1_5,human_semantic_preservation_1_5,human_naturalness_1_5,human_content_quality_1_5,human_hallucination_safety_1_5,human_target_perturbation_success_true_false,human_overall_pass_true_false,human_brief_reason
HUMAN_SRC10_05_VAR13,HUMAN_SOURCE_05,R2_IDEA_018,H2_Confident_Flaw,H_hybrid_mixed_perturbations,Combine overconfident framing with a local logic flaw; expected quality decreases,down,"The rapid development of artificial intelligence (AI) has unearthed the potential to assist humans in controlling advanced technologies. Shared autonomy (SA) facilitates control by combining inputs from a human pilot and an AI copilot. In prior SA studies, the copilot is constantly active in determining the action played at each time step.","The rapid development of artificial intelligence has unearthed the potential to assist humans in controlling advanced technologies. Shared autonomy facilitates control by combining inputs from a human pilot and an AI copilot, therefore suggesting broader effectiveness across related human-AI collaboration settings. In prior SA studies, the copilot is constantly active in determining the action played at each time step. This argument clearly establishes the key mechanism, because solving the highlighted limitation will necessarily produce reliable improvements across the full target setting. Since the proposed approach addresses the most visible weakness in existing work, the resulting gains can be confidently treated as causal evidence for the method's general superiority, without separately isolating dataset composition, evaluation criteria, boundary cases, or alternative explanations.",4,3,4,2,3,True,True,The variant combines confident framing with a detectable logic flaw as intended.
HUMAN_SRC10_05_VAR14,HUMAN_SOURCE_05,R2_IDEA_018,H3_Verbose_Enriched,H_hybrid_mixed_perturbations,Combine verbose elaboration with substantive enrichment; expected quality increases,up,"The rapid development of artificial intelligence (AI) has unearthed the potential to assist humans in controlling advanced technologies. Shared autonomy (SA) facilitates control by combining inputs from a human pilot and an AI copilot. In prior SA studies, the copilot is constantly active in determining the action played at each time step.","The rapid development of artificial intelligence has unearthed the potential to assist humans in controlling advanced technologies. Shared autonomy facilitates control by combining inputs from a human pilot and an AI copilot, where a testable hypothesis could examine how input weighting affects performance under different task complexities. In prior SA studies, the copilot is constantly active in determining the action played at each time step, though future validation might explore boundary conditions where intermittent activation could prove more effective, particularly in scenarios requiring variable human attention. More specifically, the study could make the claim more testable through a staged design: first defining baseline and intervention conditions, then pre-specifying primary and secondary evaluation criteria, and finally comparing outcomes across representative easy, difficult, and boundary cases. It should include ablations that remove the proposed mechanism, sensitivity analyses for noisy or sparse inputs, and error analysis of cases where the method fails. This design would clarify not only whether the approach improves outcomes, but also which assumptions, data regimes, and domain constraints determine when and why it is useful.",5,3,5,4,3,True,True,The variant adds both elaboration and substantive details while keeping the source idea aligned.
HUMAN_SRC10_05_VAR15,HUMAN_SOURCE_05,R2_IDEA_018,H4_Ultimate_Hype,H_hybrid_mixed_perturbations,Add strong hype-style framing while mostly preserving substance; expected quality is style-driven,same,"The rapid development of artificial intelligence (AI) has unearthed the potential to assist humans in controlling advanced technologies. Shared autonomy (SA) facilitates control by combining inputs from a human pilot and an AI copilot. In prior SA studies, the copilot is constantly active in determining the action played at each time step.","The rapid development of artificial intelligence (AI) has unearthed the potential to assist humans in controlling advanced technologies. Shared autonomy (SA) facilitates control by combining inputs from a human pilot and an AI copilot. In prior SA studies, the copilot is constantly active in determining the action played at each time step. Presented as a bold and potentially transformative research agenda, this work could redefine the frontier of the relevant research area by turning an underexplored technical challenge into a high-impact opportunity for scientific and practical breakthroughs. Its novelty, ambition, and application potential position it as a compelling pathway toward more powerful, trustworthy, and broadly deployable systems, with implications that may extend well beyond the immediate problem setting.",5,3,3,4,4,True,True,The variant strongly amplifies impact-oriented rhetoric while mostly preserving the source idea.
HUMAN_SRC10_06_VAR01,HUMAN_SOURCE_06,R2_IDEA_122,A1_Identity,A_baseline_expression_control,Copy the source idea exactly,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.",4,5,4,4,5,True,True,The variant copies the source text and preserves the intended identity-control style.
HUMAN_SRC10_06_VAR02,HUMAN_SOURCE_06,R2_IDEA_122,A2_Paraphrase_Only,A_baseline_expression_control,Change wording and syntax while preserving meaning and information density,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning serves as a powerful self-supervised learning approach that enforces invariance across two views. Recent progress, including the 'core view' concept (Tian et al., 2020a) and multi-cropping techniques, has leveraged information from multiple views, leading to current top performance. Nevertheless, the intricacies of learning from multiple views are still not fully understood.",5,5,5,4,5,True,True,The variant changes wording while retaining the central meaning and information scope.
HUMAN_SRC10_06_VAR03,HUMAN_SOURCE_06,R2_IDEA_122,A3_Plain_Core,A_baseline_expression_control,Remove rhetorical packaging while preserving neutral scientific core,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.",Contrastive learning is a method for self-supervised learning that maintains invariance between two views. Developments like the 'core view' and multi-cropping use multiple views and achieve high performance. The complexities of multiview learning are not fully explored.,4,5,4,5,5,True,True,The variant removes rhetorical packaging and keeps the core scientific claim clear.
HUMAN_SRC10_06_VAR04,HUMAN_SOURCE_06,R2_IDEA_122,B1_Verbose_Elaborate,B_rhetoric_and_framing,Add explanatory context and connective phrasing without new facts,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning represents a potent technique within the domain of self-supervised learning, a framework that fundamentally maintains invariance between two distinct views. More specifically, recent advancements, such as the introduction of the 'core view' by Tian et al. (2020a) or the strategy of multi-cropping, have effectively harnessed insights derived from utilizing multiple views, which has culminated in the attainment of the latest state-of-the-art performance. In this context, however, the underlying complexities associated with multiview learning remain, to a significant degree, partially unexplored and warrant further investigation.",5,5,3,4,5,True,True,The variant adds explanatory phrasing while largely preserving the original substance.
HUMAN_SRC10_06_VAR05,HUMAN_SOURCE_06,R2_IDEA_122,B2_Grand_Narrative,B_rhetoric_and_framing,Add cautious field-level significance and long-term framing,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. This line of work may inform broader challenges in representation learning and could contribute to long-term progress in machine learning. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored, representing a direction with potential significance for the field.",5,4,4,3,4,True,True,The variant introduces broader field-level framing without major semantic drift.
HUMAN_SRC10_06_VAR06,HUMAN_SOURCE_06,R2_IDEA_122,B3_Over_Confident,B_rhetoric_and_framing,Increase certainty through tone only,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is clearly a potent technique for self-supervised learning (SSL) that firmly maintains invariance between two views. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have unmistakably harnessed insights from multiple views, directly leading to the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.",5,4,4,3,4,True,True,The variant increases certainty and assertiveness while keeping the main idea recognizable.
HUMAN_SRC10_06_VAR07,HUMAN_SOURCE_06,R2_IDEA_122,B4_Novelty,B_rhetoric_and_framing,Emphasize novelty or underexplored angle without unsupported first-ever claims,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views, yet a novel perspective emerges when considering multiple views. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from this underexplored angle, culminating in the latest state-of-the-art performance. However, the full complexities of multiview learning present a fresh direction for research that remains partially unexplored.",5,4,4,3,4,True,True,The variant emphasizes novelty and underexplored aspects in line with the target style.
HUMAN_SRC10_06_VAR08,HUMAN_SOURCE_06,R2_IDEA_122,B5_Application_Impact,B_rhetoric_and_framing,Emphasize conditional potential application relevance,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. This approach may be relevant to practical systems requiring robust feature extraction. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance, which could inform the development of more effective scientific tools. However, the complexities of multiview learning remain partially unexplored.",5,4,4,4,4,True,True,The variant highlights possible application value while maintaining the original idea.
HUMAN_SRC10_06_VAR09,HUMAN_SOURCE_06,R2_IDEA_122,C1_Hollow_Shell,C_substance_and_logic,"Preserve academic appearance while weakening mechanisms, variables, and testable specifics",down,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","A research approach in machine learning focuses on maintaining consistency between different representations. Recent developments have utilized multiple perspectives to achieve strong results. However, various aspects of this multi-perspective learning paradigm are not completely understood.",4,3,4,2,5,True,True,The variant weakens specific mechanisms and testable details while retaining academic surface form.
HUMAN_SRC10_06_VAR10,HUMAN_SOURCE_06,R2_IDEA_122,C2_Logic_Flawed,C_substance_and_logic,Introduce exactly one mild local logic flaw while preserving most substance,down,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance, therefore suggesting broader effectiveness across related representation learning settings. However, the complexities of multiview learning remain partially unexplored.",5,3,4,2,4,True,True,The variant contains a local reasoning weakness while preserving much of the source content.
HUMAN_SRC10_06_VAR11,HUMAN_SOURCE_06,R2_IDEA_122,C3_Substance_Enriched,C_substance_and_logic,"Add plausible hypotheses, variables, validation paths, or boundary conditions as hypotheses",up,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. A hypothesis is that the interplay between view semantics and augmentation strategies could be a key testable variable. Furthermore, validation might involve systematically varying the number and type of views to map boundary conditions. However, the complexities of multiview learning, including these potential mechanisms, remain partially unexplored.",5,4,4,5,5,True,True,The variant adds plausible hypotheses and validation details that enrich the original idea.
HUMAN_SRC10_06_VAR12,HUMAN_SOURCE_06,R2_IDEA_122,H1_Deceptive_Hollow,H_hybrid_mixed_perturbations,Combine hollowed substance with stronger rhetorical framing; expected quality decreases,down,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","A research approach in machine learning focuses on maintaining consistency between different representations. Recent developments have utilized multiple perspectives to achieve strong results. However, various aspects of this multi-perspective learning paradigm are not completely understood. Framed as a novel and potentially field-shaping agenda for the relevant research area, this direction elevates the problem into a broader framework for robust, adaptive, and high-impact scientific systems. Its central promise is to connect conceptual insight, methodological ambition, and application relevance into a unified pathway that could reshape how the community thinks about this class of problems. The contribution is positioned less as a narrow technical adjustment and more as a transformative synthesis with substantial potential for future research.",5,2,4,3,3,True,True,The variant combines reduced substance with stronger rhetorical presentation as intended.
HUMAN_SRC10_06_VAR13,HUMAN_SOURCE_06,R2_IDEA_122,H2_Confident_Flaw,H_hybrid_mixed_perturbations,Combine overconfident framing with a local logic flaw; expected quality decreases,down,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance, therefore suggesting broader effectiveness across related representation learning settings. However, the complexities of multiview learning remain partially unexplored. This argument clearly establishes the key mechanism, because solving the highlighted limitation will necessarily produce reliable improvements across the full target setting. Since the proposed approach addresses the most visible weakness in existing work, the resulting gains can be confidently treated as causal evidence for the method's general superiority, without separately isolating dataset composition, evaluation criteria, boundary cases, or alternative explanations.",4,3,4,2,3,True,True,The variant combines confident framing with a detectable logic flaw as intended.
HUMAN_SRC10_06_VAR14,HUMAN_SOURCE_06,R2_IDEA_122,H3_Verbose_Enriched,H_hybrid_mixed_perturbations,Combine verbose elaboration with substantive enrichment; expected quality increases,up,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the 'core view' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. A hypothesis is that the interplay between view semantics and augmentation strategies could be a key testable variable. Furthermore, validation might involve systematically varying the number and type of views to map boundary conditions. However, the complexities of multiview learning, including these potential mechanisms, remain partially unexplored. More specifically, the study could make the claim more testable through a staged design: first defining baseline and intervention conditions, then pre-specifying primary and secondary evaluation criteria, and finally comparing outcomes across representative easy, difficult, and boundary cases. It should include ablations that remove the proposed mechanism, sensitivity analyses for noisy or sparse inputs, and error analysis of cases where the method fails. This design would clarify not only whether the approach improves outcomes, but also which assumptions, data regimes, and domain constraints determine when and why it is useful.",4,3,5,5,4,True,True,The variant adds both elaboration and substantive details while keeping the source idea aligned.
HUMAN_SRC10_06_VAR15,HUMAN_SOURCE_06,R2_IDEA_122,H4_Ultimate_Hype,H_hybrid_mixed_perturbations,Add strong hype-style framing while mostly preserving substance; expected quality is style-driven,same,"Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored.","Contrastive learning is a potent technique for self-supervised learning (SSL) that maintains invariance between two views. Advancements such as the ''core view'' (Tian et al., 2020a) or multi-cropping have harnessed insights from multiple views, culminating in the latest state-of-the-art performance. However, the complexities of multiview learning remain partially unexplored. Presented as a bold and potentially transformative research agenda, this work could redefine the frontier of the relevant research area by turning an underexplored technical challenge into a high-impact opportunity for scientific and practical breakthroughs. Its novelty, ambition, and application potential position it as a compelling pathway toward more powerful, trustworthy, and broadly deployable systems, with implications that may extend well beyond the immediate problem setting.",5,4,4,3,5,True,True,The variant strongly amplifies impact-oriented rhetoric while mostly preserving the source idea.
HUMAN_SRC10_07_VAR01,HUMAN_SOURCE_07,R2_IDEA_199,A1_Identity,A_baseline_expression_control,Copy the source idea exactly,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.",4,5,4,4,5,True,True,The variant copies the source text and preserves the intended identity-control style.
HUMAN_SRC10_07_VAR02,HUMAN_SOURCE_07,R2_IDEA_199,A2_Paraphrase_Only,A_baseline_expression_control,Change wording and syntax while preserving meaning and information density,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We investigate backdoor attacks on image captioning models, which have been examined less thoroughly for security concerns than other multimodal tasks. Current backdoor attacks usually combine a trigger with either a predetermined sentence or a single word as the intended output, but these outputs bear no relation to the image content, causing them to appear obviously anomalous to human observers. This paper introduces a new approach to.",5,5,5,4,5,True,True,The variant changes wording while retaining the central meaning and information scope.
HUMAN_SRC10_07_VAR03,HUMAN_SOURCE_07,R2_IDEA_199,A3_Plain_Core,A_baseline_expression_control,Remove rhetorical packaging while preserving neutral scientific core,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","This work studies backdoor attacks on image caption models. Security issues for this task have received less attention than for other multimodal tasks. Existing attacks typically use a trigger paired with a predefined sentence or single word as the targeted output. These outputs are unrelated to image content, making them detectable as anomalies by humans. We present a new method to.",5,4,4,4,4,True,True,The variant removes rhetorical packaging and keeps the core scientific claim clear.
HUMAN_SRC10_07_VAR04,HUMAN_SOURCE_07,R2_IDEA_199,B1_Verbose_Elaborate,B_rhetoric_and_framing,Add explanatory context and connective phrasing without new facts,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We examine backdoor attacks targeting image caption models, a class of security vulnerabilities that, more specifically, has been subjected to less scrutiny in comparison with other multimodal tasks. In this context, existing backdoor attack methods typically associate a trigger, in practical terms, either with a predefined full sentence or with a single word serving as the targeted output; yet these outputs remain entirely unrelated to the actual image content, which consequently makes them readily noticeable as anomalous by human evaluators. In this paper, we present a novel methodological approach to.",5,5,4,3,5,True,True,The variant adds explanatory phrasing while largely preserving the original substance.
HUMAN_SRC10_07_VAR05,HUMAN_SOURCE_07,R2_IDEA_199,B2_Grand_Narrative,B_rhetoric_and_framing,Add cautious field-level significance and long-term framing,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. This line of inquiry could contribute to broader efforts in securing multimodal AI systems against adversarial manipulation. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. Addressing this limitation may inform long-term research directions for developing more stealthy and context-aware adversarial attacks. In this paper, we present a novel method to.",4,4,4,4,3,True,True,The variant introduces broader field-level framing without major semantic drift.
HUMAN_SRC10_07_VAR06,HUMAN_SOURCE_07,R2_IDEA_199,B3_Over_Confident,B_rhetoric_and_framing,Increase certainty through tone only,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have unmistakably received less scrutiny compared with other multimodal tasks. Existing backdoor attacks clearly pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we firmly present a novel method to.",5,4,3,4,4,True,True,The variant increases certainty and assertiveness while keeping the main idea recognizable.
HUMAN_SRC10_07_VAR07,HUMAN_SOURCE_07,R2_IDEA_199,B4_Novelty,B_rhetoric_and_framing,Emphasize novelty or underexplored angle without unsupported first-ever claims,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models from a novel perspective, focusing on a security dimension that has been underexplored compared with other multimodal tasks. This work offers a fresh framing of the problem. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.",5,4,4,4,4,True,True,The variant emphasizes novelty and underexplored aspects in line with the target style.
HUMAN_SRC10_07_VAR08,HUMAN_SOURCE_07,R2_IDEA_199,B5_Application_Impact,B_rhetoric_and_framing,Emphasize conditional potential application relevance,same,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. This research could inform the development of more robust vision-language systems for practical applications. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. Addressing this detectability may be relevant to securing deployed captioning workflows. In this paper, we present a novel method to.",5,4,5,4,5,True,True,The variant highlights possible application value while maintaining the original idea.
HUMAN_SRC10_07_VAR09,HUMAN_SOURCE_07,R2_IDEA_199,C1_Hollow_Shell,C_substance_and_logic,"Preserve academic appearance while weakening mechanisms, variables, and testable specifics",down,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We examine security issues for image caption models, an area that has seen less investigation than related tasks. Existing approaches in this domain often use a trigger linked to a specific output, but this output does not connect to the image content, making it stand out. This paper proposes a new research approach to.",4,3,3,2,4,True,True,The variant weakens specific mechanisms and testable details while retaining academic surface form.
HUMAN_SRC10_07_VAR10,HUMAN_SOURCE_07,R2_IDEA_199,C2_Logic_Flawed,C_substance_and_logic,Introduce exactly one mild local logic flaw while preserving most substance,down,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. Therefore, addressing this limitation is sufficient to guide the development of more effective backdoor attacks across a range of related multimodal settings. In this paper, we present a novel method to.",4,3,3,1,3,True,True,The variant contains a local reasoning weakness while preserving much of the source content.
HUMAN_SRC10_07_VAR11,HUMAN_SOURCE_07,R2_IDEA_199,C3_Substance_Enriched,C_substance_and_logic,"Add plausible hypotheses, variables, validation paths, or boundary conditions as hypotheses",up,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. A potential hypothesis is that the visual-semantic alignment mechanism in these models creates a distinct attack surface. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. This suggests a testable variable: the degree of semantic coherence between the trigger-induced output and the image features. Validation might involve measuring human detection rates under controlled viewing conditions. In this paper, we present a novel method to.",5,4,5,5,4,True,True,The variant adds plausible hypotheses and validation details that enrich the original idea.
HUMAN_SRC10_07_VAR12,HUMAN_SOURCE_07,R2_IDEA_199,H1_Deceptive_Hollow,H_hybrid_mixed_perturbations,Combine hollowed substance with stronger rhetorical framing; expected quality decreases,down,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We examine security issues for image caption models, an area that has seen less investigation than related tasks. Existing approaches in this domain often use a trigger linked to a specific output, but this output does not connect to the image content, making it stand out. This paper proposes a new research approach to. Framed as a novel and potentially field-shaping agenda for the relevant research area, this direction elevates the problem into a broader framework for robust, adaptive, and high-impact scientific systems. Its central promise is to connect conceptual insight, methodological ambition, and application relevance into a unified pathway that could reshape how the community thinks about this class of problems. The contribution is positioned less as a narrow technical adjustment and more as a transformative synthesis with substantial potential for future research.",4,2,5,2,4,True,True,The variant combines reduced substance with stronger rhetorical presentation as intended.
HUMAN_SRC10_07_VAR13,HUMAN_SOURCE_07,R2_IDEA_199,H2_Confident_Flaw,H_hybrid_mixed_perturbations,Combine overconfident framing with a local logic flaw; expected quality decreases,down,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.","We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. Therefore, addressing this limitation is sufficient to guide the development of more effective backdoor attacks across a range of related multimodal settings. In this paper, we present a novel method to. This argument clearly establishes the key mechanism, because solving the highlighted limitation will necessarily produce reliable improvements across the full target setting. Since the proposed approach addresses the most visible weakness in existing work, the resulting gains can be confidently treated as causal evidence for the method's general superiority, without separately isolating dataset composition, evaluation criteria, boundary cases, or alternative explanations.",3,3,4,3,3,True,True,The variant combines confident framing with a detectable logic flaw as intended.
