source_idea_id,base_idea_id,round_id,discipline,source_text,source_dataset
R2_IDEA_123,IDEA_123,2,Unknown,"Time becomes visible through changes in what we see, as daylight fades and shadows grow. Inspired by this, in this paper we explore the potential to learn time-aware representations from static images, trying to answer: *what time tells us?* To this end, we first introduce a Time-Oriented Collection (TOC) dataset, which contains 130,906 images with reliable timestamps. Leveraging this dataset, we propose a Time-Image Contrastive.",experiment1_standardized_source_ideas
R2_IDEA_124,IDEA_124,2,Unknown,"In the pursuit of reducing the number of trainable parameters in deep transformer networks, we employ Reinforcement Learning to dynamically select layers during training and tie them together. Every few iterations, the RL agent is asked whether to train each layer $i$ independently or to copy the weights of a previous layer $j<i$. This facilitates weight sharing, reduces the number of trainable parameters, and also.",experiment1_standardized_source_ideas
R2_IDEA_125,IDEA_125,2,Unknown,"Thanks to the rapid progress in RGB & thermal imaging, also known as multispectral imaging, the task of multispectral video semantic segmentation, or MVSS in short, has recently drawn significant attentions. Noticeably, it offers new opportunities in improving segmentation performance under unfavorable visual conditions such as poor light or overexposure. Unfortunately, there are currently very few datasets available, including for example MVSeg dataset that focuses.",experiment1_standardized_source_ideas
R2_IDEA_126,IDEA_126,2,Unknown,"Enterprise business analytics has evolved from simple reporting to sophisticated decision-support systems. Prescriptive analytics, as the most advanced form of business analytics, aims to recommend optimal actions based on data, yet the field lacks standardized benchmarks that reflect real-world complexity where optimization parameters must be extracted from enterprise databases. We present Data2Decision, the first data agent specifically designed for database-grounded prescriptive analytics that produces mathematically.",experiment1_standardized_source_ideas
R2_IDEA_127,IDEA_127,2,Unknown,"While originally developed for continuous control problems, Proximal Policy Optimization (PPO) has emerged as the work-horse of a variety of reinforcement learning (RL) applications, including the fine-tuning of generative models. Unfortunately, PPO requires multiple heuristics to enable stable convergence (e.g. value networks, clipping), and is notorious for its sensitivity to the precise implementation of these components.",experiment1_standardized_source_ideas
R2_IDEA_128,IDEA_128,2,Unknown,"Parameter shift rules (PSRs) are key techniques for efficient gradient estimation in variational quantum eigensolvers (VQEs). In this paper, we propose their Bayesian variant, where Gaussian processes with appropriate kernels are used to estimate the gradient of the VQE objective. Our Bayesian PSR offers flexible gradient estimation from observations at arbitrary locations with uncertainty information, and reduces to the generalized PSR in special cases.",experiment1_standardized_source_ideas
R2_IDEA_129,IDEA_129,2,Unknown,"We propose the Adversarial DEep Learning Transpiler (ADELT), a novel approach to source-to-source transpilation between deep learning frameworks. ADELT uniquely decouples code skeleton transpilation and API keyword mapping. For code transpilation, it uses few-shot prompting on large language models, while for API keyword mapping, it employs contextual embeddings from a code-specific BERT.",experiment1_standardized_source_ideas
R2_IDEA_130,IDEA_130,2,Unknown,"Algorithmic monoculture arises when many decision-makers rely on the same algorithm to evaluate applicants. An emerging body of work investigates possible harms of this kind of homogeneity, but has been limited by the challenge of incorporating market effects in which the preferences and behavior of many applicants and decision-makers jointly interact to determine outcomes. Addressing this challenge, we introduce a tractable theoretical model of algorithmic.",experiment1_standardized_source_ideas
R2_IDEA_131,IDEA_131,2,Unknown,"Approximately 445.2 million individuals worldwide are living with traumatic amputations, and an estimated 31.64 million children aged 0–14 have congenital limb differences, yet they remain largely underrepresented in human pose estimation (HPE) research. Accurate HPE could significantly benefit this population in applications, such as rehabilitation monitoring and health assessment. However, the existing HPE datasets and methods assume that humans possess a full complement of upper.",experiment1_standardized_source_ideas
R2_IDEA_132,IDEA_132,2,Unknown,"Transformer-based vision–language models (VLMs) have achieved state-of-the- art performance across a wide range of multimodal tasks, yet their high inference cost remains a major obstacle to scalability. We address the fundamental chal- lenge of efficiently identifying the most informative visual tokens in VLMs—a key bottleneck for large-batch and long-sequence inference. Existing methods of- ten rely on exhaustive or heuristic search strategies that become prohibitively slow.",experiment1_standardized_source_ideas
R2_IDEA_133,IDEA_133,2,Unknown,"Automating the transformation of user interface (UI) designs into front-end code holds significant promise for accelerating software development and democratizing design workflows. While multimodal large language models (MLLMs) can translate images to code, they often fail on complex UIs, struggling to unify visual perception, layout planning, and code synthesis within a single monolithic model, which leads to frequent perception and planning errors. To address this,.",experiment1_standardized_source_ideas
R2_IDEA_134,IDEA_134,2,Unknown,"Malware detection encounters substantial challenges in real-time and multi-class tasks, as single-modality methods struggle to capture intricate behavioral patterns. To mitigate these limitations, we introduce two complementary models: DGSM-SCAM-GAT and MMT-ViT. The DGSM-SCAM-GAT model integrates dynamic gating, contextual aggregation mechanisms, and graph attention networks (GAT) to enhance temporal and structural modeling of API call sequences.",experiment1_standardized_source_ideas
R2_IDEA_135,IDEA_135,2,Unknown,"Large language models (LLMs) often produce lengthy reasoning traces with substantial token redundancy. While reasoning processes are widely adopted to tune LLMs as a post-training regime, it has been underexplored whether LLMs truly learn from the complete trajectory, particularly in supervised fine-tuning (SFT). We argue that, for mid-size LLMs commonly trained with SFT for reasoning, using full reasoning trajectories may harm performance because their limited.",experiment1_standardized_source_ideas
R2_IDEA_136,IDEA_136,2,Unknown,"This work introduces NeuroQuant, a novel post-training quantization (PTQ) approach tailored to non-generalized Implicit Neural Representations for variable-rate Video Coding (INR-VC). Unlike existing methods that require extensive weight retraining for each target bitrate, we hypothesize that variable-rate coding can be achieved by adjusting quantization parameters (QPs) of pre-trained weights. Our study reveals that traditional quantization methods, which assume inter-layer independence, are ineffective for non-generalized INR-VC.",experiment1_standardized_source_ideas
R2_IDEA_137,IDEA_137,2,Unknown,"Text-to-image diffusion models excel at synthesizing single objects but frequently fail in multi-instance scenes, producing merged or missing objects. We show that this limitation arises because instance structures emerge before semantic features during denoising, making early semantic guidance unreliable. To address this, we propose nstance-to-emantic ttention ontrol (ISAC), a training-free and hierarchical inference objective that first enforces non-overlapping instance formation with self-attention and then aligns.",experiment1_standardized_source_ideas
R2_IDEA_138,IDEA_138,2,Unknown,"Multi-agent systems are prevalent across various domains, characterized by misaligned objectives and information asymmetry, which facilitate the study of incentive design and information design. Existing research often assumes known models and static environments. Motivated by this, we propose a Dynamic Incentive and Information Design (DIID) framework for finite-horizon Markov games, involving a principal and multiple agents.",experiment1_standardized_source_ideas
R2_IDEA_139,IDEA_139,2,Unknown,"Multivariate time series data often face the challenge of missing values, which can impact the performance of subsequent tasks. Although some deep learning-based imputation methods perform well, they still struggle with insufficient training data due to high missing rate and long-term missing data. To address these challenges, we propose a Historical Data-based Multivariate Time Series Diffusion Imputation (HDDI) method.",experiment1_standardized_source_ideas
R2_IDEA_140,IDEA_140,2,Unknown,"Guard models are critical for ensuring the safety of large language model (LLM) outputs, yet they remain vulnerable to superficial linguistic variation. We show that semantically equivalent paraphrases can cause large fluctuations in guard model safety scores, revealing a lack of semantic grounding. To address this, we introduce a two-stage framework: (1) a paraphrasing-based evaluation protocol that quantifies semantic robustness, and (2) a robust training.",experiment1_standardized_source_ideas
R2_IDEA_141,IDEA_141,2,Unknown,"Text-to-image (T2I) models have achieved remarkable success in generating high-fidelity images, but they often fail in handling complex spatial relationships, e.g., spatial perception, reasoning, or interaction. These critical aspects are largely overlooked by current benchmarks due to their short or information-sparse prompt design. In this paper, we introduce SpatialGenEval, a new benchmark designed to systematically evaluate the spatial intelligence of T2I models, covering two key.",experiment1_standardized_source_ideas
R2_IDEA_142,IDEA_142,2,Unknown,"Visual AutoRegressive (VAR) modeling employs a next-scale decoding paradigm that progresses from coarse structures to fine details. While enhancing fidelity and scalability, this approach challenges two fundamental assumptions of conventional dynamic inference: semantic stability (intermediate outputs approximating final results) and monotonic locality (smooth representation evolution across layers), which renders existing dynamic inference methods ineffective for VAR models. To address this challenge, we propose FreqExit, a.",experiment1_standardized_source_ideas
R2_IDEA_143,IDEA_143,2,Unknown,"Out-of-distribution (OOD) detection is critical for the safe deployment of machine learning systems in safety-sensitive domains. Diffusion models have recently emerged as powerful generative models, capable of capturing complex data distributions through iterative denoising. Building on this progress, recent work has explored their potential for OOD detection.",experiment1_standardized_source_ideas
R2_IDEA_144,IDEA_144,2,Unknown,"The risk of language models reproducing copyrighted material from their training data has led to the development of various protective measures. Among these, inference-time strategies that impose constraints via post-processing have shown promise in addressing the complexities of copyright regulation. However, they often incur prohibitive computational costs or suffer from performance trade-offs.",experiment1_standardized_source_ideas
R2_IDEA_145,IDEA_145,2,Unknown,"Developing high-performing, yet interpretable models remains a critical challenge in modern AI. Concept-based models (CBMs) attempt to address this by extracting human-understandable concepts from a global encoding (e.g., image encoding) and then applying a linear classifier on the resulting concept activations, enabling transparent decision-making. However, their reliance on holistic image encodings limits their expressiveness in object-centric real-world settings and thus hinders their ability to solve.",experiment1_standardized_source_ideas
R2_IDEA_146,IDEA_146,2,Unknown,"Discrete diffusion models have recently emerged as a powerful class of generative models for discrete data, showing effectiveness across diverse scientific domains, such as chemistry and biology. In these fields, the notion of data quality is often well defined, for example drug-likeness in molecules, which makes reward-based guidance at inference time crucial. While reward guidance has been extensively studied for continuous diffusion models, existing approaches.",experiment1_standardized_source_ideas
R2_IDEA_147,IDEA_147,2,Unknown,"In this paper, we consider the related problems of multicalibration --- a multigroup fairness notion and omniprediction --- a simultaneous loss minimization paradigm, both in the distributional and online settings. The recent work of Garg et al. (2024) raised the open problem of whether it is possible to efficiently achieve $}()$ $_{2}$-multicalibration error against bounded linear functions.",experiment1_standardized_source_ideas
R2_IDEA_148,IDEA_148,2,Unknown,"As large language models (LLMs) advance, concerns about their misconduct in complex social contexts intensify. Existing research has overlooked the systematic assessment of LLMs’ criminal potential in realistic interactions, where criminal potential is defined as the risk of producing harmful behaviors such as deception and blame-shifting under adversarial settings that could facilitate unlawful activities. Therefore, we propose a unified framework PRISON, to quantify LLMs' criminal.",experiment1_standardized_source_ideas
R2_IDEA_149,IDEA_149,2,Unknown,"Recent research indicates that while alignment methods significantly improve the quality of large language model(LLM) outputs, they simultaneously reduce the diversity of the models' output. Although some methods have been proposed to enhance LLM output diversity, they often come at the cost of reduced performance. In this work, we first theoretically demonstrate that the alignment task can be decomposed into two distributions: quality and diversity.",experiment1_standardized_source_ideas
R2_IDEA_150,IDEA_150,2,Unknown,"Recent large vision-language models (LVLMs) demonstrate remarkable capabilities in processing extended multi-modal sequences, yet the resulting key-value (KV) cache expansion creates a critical memory bottleneck that fundamentally limits deployment scalability. While existing KV cache compression methods focus on retaining high-importance KV pairs to minimize storage, they often overlook the modality-specific semantic redundancy patterns that emerge distinctively in multi-modal KV caches. In this work, we first.",experiment1_standardized_source_ideas
R2_IDEA_151,IDEA_151,2,Unknown,"Recent advances in reasoning models have yielded impressive results in mathematics and coding. However, most approaches rely on static datasets, which have been suggested to encourage memorisation and limit generalisation. We introduce , a framework that departs from this paradigm by jointly evolving a diverse set of synthetic mathematical problems alongside model training.",experiment1_standardized_source_ideas
R2_IDEA_152,IDEA_152,2,Unknown,"While many advances in time series models focus exclusively on numerical data, research on multimodal time series, particularly those involving contextual textual information, remains in its infancy. With recent progress in large language models and time series learning, we revisit the integration of paired texts with time series through the Platonic Representation Hypothesis, which posits that representations of different modalities converge to shared spaces. In.",experiment1_standardized_source_ideas
R2_IDEA_153,IDEA_153,2,Unknown,"Imitation learning considerably simplifies policy synthesis compared to alternative approaches by exploiting access to expert demonstrations. For such imitation policies, errors away from the training samples are particularly critical. Even rare slip-ups in the policy action outputs can compound quickly over time, since they lead to unfamiliar future states where the policy is still more likely to err, eventually causing task failures.",experiment1_standardized_source_ideas
R2_IDEA_154,IDEA_154,2,Unknown,"Prediction sets capture uncertainty by predicting sets of labels rather than individual labels, enabling downstream decisions to conservatively account for all plausible outcomes. Conformal inference algorithms construct prediction sets guaranteed to contain the true label with high probability. These guarantees fail to hold in the face of distribution shift, which is precisely when reliable uncertainty quantification can be most useful.",experiment1_standardized_source_ideas
R2_IDEA_155,IDEA_155,2,Unknown,"The generalization capacity of deep neural networks has been studied in a variety of ways, including at least two distinct categories of approaches: one based on the shape of the loss landscape in parameter space, and the other based on the structure of the representation manifold in feature space (that is, in the space of unit activities). Although these two approaches are related, they are.",experiment1_standardized_source_ideas
R2_IDEA_156,IDEA_156,2,Unknown,"Bayesian optimization (BO) mainly uses Gaussian processes (GP) with a stationary and separable kernel function (e.g., the squared-exponential kernel with automatic relevance determination [SE-ARD]) as the surrogate model. However, such localized kernel specifications are deficient in learning complex functions that are non-stationary, non-separable and multi-modal. In this paper, we propose using Bayesian Kernelized Tensor Factorization (BKTF) as a new surrogate model for Bayesian optimization (BO).",experiment1_standardized_source_ideas
R2_IDEA_157,IDEA_157,2,Unknown,"This paper studies the phase transition phenomenon inherent within the shuffled (permuted) regression problem, which has found applications in databases, privacy, and data analysis, etc. For the permuted regression task: $ = ^{}^{}$, the goal is to recover the permutation matrix $^{}$ as well as the coefficient matrix $^{}$. It has been empirically observed in prior studies that, when recovering $^{}$, there exists a phase.",experiment1_standardized_source_ideas
R2_IDEA_158,IDEA_158,2,Unknown,"Large language models (LLMs) have been observed to exhibit personality-like behaviors when prompted with standardized psychological assessments. However, existing approaches treat personality as a black-box property, relying solely on behavioral probing while offering limited insight into the internal mechanisms responsible for personality expression. In this work, we take a mechanistic interpretability perspective and investigate whether personality traits in LLMs correspond to identifiable internal computation paths.",experiment1_standardized_source_ideas
R2_IDEA_159,IDEA_159,2,Unknown,"Language models have outpaced our ability to evaluate them effectively, but for their future development it is essential to study the frontier of their capabilities. We find real-world software engineering to be a rich, sustainable, and challenging testbed for evaluating the next generation of language models. To this end, we introduce SWE-bench, an evaluation framework consisting of 2,294 software engineering problems drawn from real GitHub.",experiment1_standardized_source_ideas
R2_IDEA_160,IDEA_160,2,Unknown,"Knowledge Distillation (KD) can transfer the reasoning abilities of large models to smaller ones, which can reduce the costs to generate Chain-of-Thoughts for reasoning tasks. KD methods typically ask the student to mimic the teacher's distribution over the entire output. However, a student with limited capacity can be overwhelmed by such extensive supervision causing a distribution mismatch, especially in complex reasoning tasks.",experiment1_standardized_source_ideas
R2_IDEA_161,IDEA_161,2,Unknown,"Large-scale Vision Transformers have achieved promising performance on downstream tasks through feature pre-training. However, the performance of vanilla lightweight Vision Transformers (ViTs) is still far from satisfactory compared to that of recent lightweight CNNs or hybrid networks. In this paper, we aim to unlock the potential of vanilla lightweight ViTs by exploring the adaptation of the widely-used re-parameterization technology to ViTs for improving learning ability.",experiment1_standardized_source_ideas
R2_IDEA_162,IDEA_162,2,Unknown,"Gaussian Process regression is a popular method for nonparametric, probabilistic modelling. One of its main attractions is also, in some contexts, a significant challenge; namely its high flexibility. This flexibility can be reduced by imposing constraints on the GP prior or posterior, something that there is a large and growing body of literature on.",experiment1_standardized_source_ideas
R2_IDEA_163,IDEA_163,2,Unknown,"As AI systems progresses, we rely more on them to make decisions with us and for us. To ensure that such decisions are aligned with human values, it is imperative for us to understand not only what decisions they make but also how they come to those decisions. Reasoning language models, which provide both final responses and (partially transparent) intermediate thinking traces, present a timely.",experiment1_standardized_source_ideas
R2_IDEA_164,IDEA_164,2,Unknown,"Diffusion models have demonstrated promising performance in real-world video super-resolution (VSR). However, the dozens of sampling steps they require, make inference extremely slow. Sampling acceleration techniques, particularly single-step, provide a potential solution.",experiment1_standardized_source_ideas
R2_IDEA_165,IDEA_165,2,Unknown,"Attention-based transformers have been remarkably successful at modeling generative processes across various domains and modalities. In this paper, we study the behavior of transformers on data drawn from $k^{}$-order Markov processes, where the conditional distribution of the next symbol in a sequence depends on the previous $k$ symbols observed. We observe a surprising phenomenon empirically which contradicts previous findings: when trained for sufficiently long, a.",experiment1_standardized_source_ideas
R2_IDEA_166,IDEA_166,2,Unknown,"We propose Wolf, a WOrLd summarization Framework for accurate video captioning. Wolf is an automated captioning framework that adopts a mixture-of-experts approach, leveraging complementary strengths of Vision Language Models (VLMs). By utilizing both image and video models, our framework captures different levels of information and summarizes them efficiently.",experiment1_standardized_source_ideas
R2_IDEA_167,IDEA_167,2,Unknown,"Cultural nuances are best expressed through social interactions, yet current text-to-image (T2I) benchmarks focus largely on object-centric artifacts (e.g., food, landmarks, and attire). In this work, we study the cultural faithfulness of T2I models (i.e., adherence to the target culture) through social activities. To this end, we introduce CULTIVate, a new benchmark of 576 activities across 9 categories (e.g., dancing, greeting, dining) with over 19,000.",experiment1_standardized_source_ideas
R2_IDEA_168,IDEA_168,2,Unknown,"While Chain of Thought (CoT) prompting approaches have significantly consolidated the reasoning capabilities of large language models (LLMs), they still face limitations that require extensive human effort or have performance needs to be improved. Existing endeavors have focused on bridging these gaps; however, these approaches either hinge on external data and cannot completely eliminate manual effort, or they fall short in effectively directing LLMs to.",experiment1_standardized_source_ideas
R2_IDEA_169,IDEA_169,2,Unknown,"We propose a general-purpose approach for improving the ability of large language models (LLMs) to intelligently and adaptively gather information from a user or other external source using the framework of sequential Bayesian experimental design (BED). This enables LLMs to act as effective multi-turn conversational agents and interactively interface with external environments. Our approach, which we call BED-LLM (Bayesian experimental design with large language models),.",experiment1_standardized_source_ideas
R2_IDEA_170,IDEA_170,2,Unknown,"Recommender systems are widely used to help users discover new items online. A popular method for recommendations is factorization models, which predict a user's preference for an item based on latent factors derived from their interaction history. However, explaining why a particular item was recommended to a user is challenging, and current approaches such as counterfactual explanations can be computationally expensive.",experiment1_standardized_source_ideas
R2_IDEA_171,IDEA_171,2,Unknown,"Autonomous systems for software engineering are now capable of fixing bugs and developing features. These systems are commonly evaluated on SWE-bench (Jimenez et al., 2024a), which assesses their ability to solve software issues from GitHub repositories. However, SWE-bench uses only Python repositories, with problem statements presented predominantly as text and lacking visual elements such as images.",experiment1_standardized_source_ideas
R2_IDEA_172,IDEA_172,2,Unknown,"Large Language Model (LLM) Agents have demonstrated remarkable capabilities in task automation and intelligent decision-making, driving the widespread adoption of agent development frameworks such as LangChain and AutoGen. However, these frameworks predominantly serve developers with extensive technical expertise—a significant limitation considering that only 0.03% of the global population possesses the necessary programming skills. This stark accessibility gap raises a fundamental question: Can we enable everyone,.",experiment1_standardized_source_ideas
R2_IDEA_173,IDEA_173,2,Unknown,"Few-shot class-incremental learning has always been a challenging problem due to catastrophic forgetting, insufficient labels and class imbalance. Graph few-shot class-incremental learning(GFSCIL), with the presence of edges between nodes and complex relationships between classes, further increases the difficulty of the learning process. Current researches in this field mainly employ meta-learning and metric-learning approaches.",experiment1_standardized_source_ideas
R2_IDEA_174,IDEA_174,2,Unknown,"Differential Transformer has recently gained significant attention for its impressive empirical performance, often attributed to its ability to perform noise canceled attention. However, precisely how differential attention achieves its empirical benefits remains poorly understood. Moreover, Differential Transformer architecture demands large-scale training from scratch, hindering utilization of open pretrained weights.",experiment1_standardized_source_ideas
R2_IDEA_175,IDEA_175,2,Unknown,"Long-context models (LCMs) have shown great potential in processing long input sequences (even more than 100M tokens) conveniently and effectively. With significant progress, recent research has pointed out that LCMs can accurately locate token-level salient information within the context. Yet, the generation performance of these LCMs is far from satisfactory and might result in misaligned responses, such as hallucinations.",experiment1_standardized_source_ideas
R2_IDEA_176,IDEA_176,2,Unknown,"Designing protein sequences that fold into a target 3D structure—known as protein inverse folding—is a fundamental challenge in protein engineering. While recent deep learning methods have achieved impressive performance by recovering native sequences, they often overlook the one-to-many nature of the problem: multiple diverse sequences can fold into the same structure. This motivates the need for a generative model capable of designing diverse sequences while.",experiment1_standardized_source_ideas
R2_IDEA_177,IDEA_177,2,Unknown,"Deep generative models can create remarkably photorealistic fake images while raising concerns about misinformation and copyright infringement, known as deepfake threats. Deepfake detection technique is developed to distinguish between real and fake images, where the existing methods typically learn classifiers in the image domain or various feature domains. However, the generalizability of deepfake detection against emerging and more advanced generative models remains challenging.",experiment1_standardized_source_ideas
R2_IDEA_178,IDEA_178,2,Unknown,"Recent studies have widely investigated backdoor attacks on Large Language Models (LLMs) by inserting harmful question-answer (QA) pairs into their training data. However, we revisit existing attacks and identify two critical limitations: (1) directly embedding harmful content into the training data compromises safety alignment, resulting in attack efficacy even for queries without triggers, and (2) the poisoned training samples can be easily filtered by safety-aligned.",experiment1_standardized_source_ideas
R2_IDEA_179,IDEA_179,2,Unknown,"Time series foundation models (TSFMs) require diverse, real-world datasets to adapt across varying domains and temporal frequencies. However, current large-scale datasets predominantly focus on low-frequency time series with sampling intervals, i.e., time resolution, in the range of seconds to years, hindering their ability to capture the nuances of high-frequency time series data. To address this limitation, we introduce a novel dataset that captures millisecond-resolution wireless.",experiment1_standardized_source_ideas
R2_IDEA_180,IDEA_180,2,Unknown,"Study of the nonlinear evolution deep neural network (DNN) parameters undergo during training has uncovered regimes of distinct dynamical behavior. While a detailed understanding of these phenomena has the potential to advance improvements in training efficiency and robustness, the lack of methods for identifying when DNN models have equivalent dynamics limits the insight that can be gained from prior work. Topological conjugacy, a notion from.",experiment1_standardized_source_ideas
R2_IDEA_181,IDEA_181,2,Unknown,"Bandit learning in matching markets has gained increasing attention, where one side of participants (players) learns unknown preferences through repeated interactions with the other side (arms). While prior studies mainly address one-to-one settings, many real-world applications — such as online advertising and negotiation between suppliers and demanders — naturally involve many-to-one matchings. Under the widely adopted substitutability condition, which guarantees the existence of stable matchings,.",experiment1_standardized_source_ideas
R2_IDEA_182,IDEA_182,2,Unknown,"Referring Image Segmentation (RIS) - the problem of identifying objects in images through natural language sentences - is a challenging task currently mostly solved through supervised learning. However, while collecting referred annotation masks is a time-consuming process, the few existing weakly-supervised and zero-shot approaches fall significantly short in performance compared to fully-supervised learning ones. To bridge the performance gap without mask annotations, we propose a.",experiment1_standardized_source_ideas
R2_IDEA_183,IDEA_183,2,Unknown,"Disentangled representations allow models to separate factors shared across conditions from those that are condition-specific. This separation is crucial in domains such as biomedicine, where generalization to new treatments, patients, or species requires isolating stable biological signals from context-dependent effects. While several VAE-based extensions aim to achieve this, they often exhibit leakage between latent variables, limiting generalization.",experiment1_standardized_source_ideas
R2_IDEA_184,IDEA_184,2,Unknown,"The emergence of Large Language Models (LLMs) has significantly advanced natural language processing, but these models often generate factually incorrect information, known as ""hallucination."" Initial retrieval-augmented generation (RAG) methods like the ""Retrieve-Read"" framework was inadequate for complex reasoning tasks. Subsequent prompt-based RAG strategies and Supervised Fine-Tuning (SFT) methods improved performance but required frequent retraining and risked altering foundational LLM capabilities. To cope with these challenges,.",experiment1_standardized_source_ideas
R2_IDEA_185,IDEA_185,2,Unknown,"Vision–language models (VLMs) have demonstrated remarkable capabilities in visual recognition and reasoning, in some cases even surpassing human performance on standard benchmarks. However, it remains largely unexplored whether VLMs possess higher-order aspects of human perception, such as abstract interpretation and the capacity to manage cognitive ambiguity, and to what extent. models with more human-aligned interpretive and reasoning abilities.",experiment1_standardized_source_ideas
R2_IDEA_186,IDEA_186,2,Unknown,"Pretrained language models sometimes possess knowledge that we do not wish them to, including memorized personal information and knowledge that could be used to harm people. They can also output toxic or harmful text. To mitigate these safety and informational issues, we propose an attack-and-defense framework for studying the task of deleting sensitive information directly from model weights.",experiment1_standardized_source_ideas
R2_IDEA_187,IDEA_187,2,Unknown,"Out-of-town trip recommendation aims to generate a sequence of Points of Interest (POIs) for users traveling from their hometowns to previously unvisited regions based on personalized itineraries, e.g., origin, destination, and trip duration. Modeling the complex user preferences--which often exhibit a two-fold nature of static and dynamic interests--is critical for effective recommendations. However, the sparsity of out-of-town check-in data presents significant challenges in capturing such.",experiment1_standardized_source_ideas
R2_IDEA_188,IDEA_188,2,Unknown,"We propose a novel diffusion-based framework for automatic colorization of Anime-style facial sketches, which preserves the structural fidelity of the input sketch while effectively transferring stylistic attributes from a reference image. Our approach builds upon recent continuous-time diffusion models, but departs from traditional methods that rely on predefined noise schedules, which often fail to maintain perceptual consistency across the generative trajectory. To address this, we.",experiment1_standardized_source_ideas
R2_IDEA_189,IDEA_189,2,Unknown,"Person search aims to simultaneously detect and re-identify a query person within an entire scene, involving detection and re-identification as a multi-task problem. While existing studies have made significant progress in achieving superior performance on clean datasets, the challenge of robustness under various corruptions remains largely unexplored. To address this gap, we propose two benchmarks, CUHK-SYSU-C and PRW-C, designed to assess the robustness of person.",experiment1_standardized_source_ideas
R2_IDEA_190,IDEA_190,2,Unknown,"Recent advancements in Large Vision Language Models (LVLMs) have revolutionized how machines understand and generate textual responses based on visual inputs. Despite their impressive capabilities, they often produce ""hallucinatory"" outputs that do not accurately reflect the visual information, posing challenges in reliability and trustworthiness. Inspired by test-time augmentation, we propose a simple, training-free method termed RITUAL to enhance robustness against hallucinations in LVLMs.",experiment1_standardized_source_ideas
R2_IDEA_191,IDEA_191,2,Unknown,"Reinforcement finetuning (RFT) has shown great potential for enhancing the mathematical reasoning capabilities of large language models (LLMs), but it is often sample- and compute-inefficient, requiring extensive training. In this work, we introduce AdaRFT (Adaptive Curriculum Reinforcement Finetuning), a method that significantly improves both the efficiency and final accuracy of RFT through adaptive curriculum learning. AdaRFT dynamically adjusts the difficulty of training problems based on.",experiment1_standardized_source_ideas
R2_IDEA_192,IDEA_192,2,Unknown,"Stereo matching aims to estimate the disparity between matching pixels in a stereo image pair, which is important to robotics, autonomous driving, and other computer vision tasks. Despite the development of numerous impressive methods in recent years, determining the most suitable architecture for practical application remains challenging. To address this gap, our paper introduces a comprehensive benchmark focusing on practical applicability rather than solely on.",experiment1_standardized_source_ideas
R2_IDEA_193,IDEA_193,2,Unknown,"Decentralized training removes the centralized server, making it a communication-efficient approach that can significantly improve training efficiency, but it often suffers from degraded performance compared to centralized training. Multi-Gossip Steps (MGS) serve as a simple yet effective bridge between decentralized and centralized training, significantly reducing experiment performance gaps. However, the theoretical reasons for its effectiveness and whether this gap can be fully eliminated by MGS.",experiment1_standardized_source_ideas
R2_IDEA_194,IDEA_194,2,Unknown,"We test the robustness of debate as a method of scalable oversight by training models to debate with data generated via self-play. In a long-context reading comprehension task, we find that language model based evaluators answer questions more accurately when judging models optimized to win debates. By contrast, we find no such relationship for consultancy models trained to persuade a judge without an opposing debater.",experiment1_standardized_source_ideas
R2_IDEA_195,IDEA_195,2,Unknown,"With large language models (LLMs) now performing strongly across diverse tasks, there is growing demand for them to personalize outputs for individual users. Personalization is typically framed as an additional layer on top of a base NLP task, requiring models to meet user-specific needs while still completing the underlying task. This overlay nature means that many tokens in a response serve the base task, while.",experiment1_standardized_source_ideas
R2_IDEA_196,IDEA_196,2,Unknown,"Transferring a pretrained model to a downstream task can be as easy as conducting linear probing with target data, that is, training a linear classifier upon frozen features extracted from the pretrained model. As there may exist significant gaps between pretraining and downstream datasets, one may ask whether all dimensions of the pretrained features are useful for a given downstream task. We show that, for.",experiment1_standardized_source_ideas
R2_IDEA_197,IDEA_197,2,Unknown,"Multi-layer perceptron (MLP) is a fundamental component of deep learning that has been extensively employed for various problems. However, recent empirical successes in MLP-based architectures, particularly the progress of the MLP-Mixer, suggest that our understanding of how MLPs achieve better performance remains limited and there is an underlying mechanism. In this research, we reveal that the MLP-Mixer effectively behaves as a wide MLP with sparse.",experiment1_standardized_source_ideas
R2_IDEA_198,IDEA_198,2,Unknown,"Transformers have achieved significant success in natural language modeling because of their exceptional capabilities to combine contextual information and global knowledge, yet their theoretical basis remains unclear. In this paper, we first propose Sparse Contextual Bigram (SCB), a natural extension to the classical bigram model, where the generation of the next token depends on a sparse set of earlier positions determined by the last token.",experiment1_standardized_source_ideas
R2_IDEA_199,IDEA_199,2,Unknown,"We study backdoor attacks against image caption models, whose security issues have received less scrutiny compared with other multimodal tasks. Existing backdoor attacks typically pair a trigger either with a predefined sentence or a single word as the targeted output, yet they are unrelated to the image content, making them easily noticeable as anomalies by humans. In this paper, we present a novel method to.",experiment1_standardized_source_ideas
R2_IDEA_200,IDEA_200,2,Unknown,"The increasing presence of AI-generated content on the internet raises a critical question: What happens when generative machine learning models are pretrained on web-scale datasets containing data created by earlier models? Some authors prophesy _model collapse_ under a '_replace_' scenario: a sequence of models, the first trained with real data and each later one trained _only on_ synthetic data from its preceding model. In this.",experiment1_standardized_source_ideas
